run#,DCOP,Perfect Communication,Timestamp Use,Message Lost Prob,k,Algorithm,k algo,Iteration,Global View Cost,Monotonicy,Agent View Cost,Global Anytime Cost,Value Assignmnet Counter,Msgs Counter Arrive,Msgs Counter Deliver,Global View Cost Agent Zero,Agent View Cost Agent Zero,Abs Delta Global and POV,Percent Agents With Colors,Number of Colors,Average Idle Time,Max Idle Time
0,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,50,CAMDLS Naive,0,9901,6934.0,1.0,6934.0,0.0,0.0,5894.0,294700.0,376.0,376.0,0.0,1.0,7.0,8719.8,9320.0
1,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,50,CAMDLS Naive,0,9960,6991.0,1.0,6991.0,0.0,0.0,5468.0,273400.0,216.0,216.0,0.0,1.0,7.0,8803.96,9399.0
2,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,50,CAMDLS Naive,0,9881,7416.0,1.0,7416.0,0.0,0.0,5057.0,252850.0,276.0,276.0,0.0,1.0,7.0,8866.12,9285.0
3,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,50,CAMDLS Naive,0,9926,6724.0,1.0,6724.0,0.0,0.0,5791.0,289550.0,358.0,358.0,0.0,1.0,7.0,8749.64,9415.0
4,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,50,CAMDLS Naive,0,9952,6191.0,1.0,6191.0,0.0,0.0,5511.0,275550.0,315.0,315.0,0.0,1.0,7.0,8853.3,9381.0
5,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,50,CAMDLS Naive,0,9977,7131.0,1.0,7131.0,0.0,0.0,6034.0,301700.0,177.0,177.0,0.0,1.0,7.0,8775.5,9466.0
6,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,50,CAMDLS Naive,0,9956,6326.0,1.0,6326.0,0.0,0.0,5848.0,292400.0,97.0,97.0,0.0,1.0,7.0,8757.46,9385.0
7,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,50,CAMDLS Naive,0,9999,7291.0,1.0,7291.0,0.0,0.0,5275.0,263750.0,287.0,287.0,0.0,1.0,8.0,8917.26,9340.0
8,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,50,CAMDLS Naive,0,9921,7826.0,1.0,7826.0,0.0,0.0,4840.0,242000.0,241.0,241.0,0.0,1.0,8.0,8939.0,9490.0
9,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,50,CAMDLS Naive,0,9952,7142.0,1.0,7142.0,0.0,0.0,5853.0,292650.0,245.0,245.0,0.0,1.0,7.0,8766.18,9256.0
10,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,50,CAMDLS Naive,0,9962,7285.0,1.0,7285.0,0.0,0.0,6348.0,317400.0,302.0,302.0,0.0,1.0,7.0,8709.9,9421.0
11,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,50,CAMDLS Naive,0,9955,6738.0,1.0,6738.0,0.0,0.0,6507.0,325350.0,207.0,207.0,0.0,1.0,6.0,8667.2,9544.0
12,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,50,CAMDLS Naive,0,9995,6764.0,1.0,6764.0,0.0,0.0,6666.0,333300.0,292.0,292.0,0.0,1.0,7.0,8637.14,9504.0
13,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,50,CAMDLS Naive,0,9952,7093.0,1.0,7093.0,0.0,0.0,5329.0,266450.0,443.0,443.0,0.0,1.0,7.0,8892.14,9411.0
14,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,50,CAMDLS Naive,0,9775,7369.0,1.0,7369.0,0.0,0.0,5280.0,264000.0,162.0,162.0,0.0,1.0,7.0,8705.14,9301.0
15,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,50,CAMDLS Naive,0,9991,6805.0,1.0,6805.0,0.0,0.0,6283.0,314150.0,234.0,234.0,0.0,1.0,7.0,8709.84,9360.0
16,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,50,CAMDLS Naive,0,9988,5781.0,1.0,5781.0,0.0,0.0,5663.0,283150.0,90.0,90.0,0.0,1.0,7.0,8839.44,9406.0
17,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,50,CAMDLS Naive,0,9999,7258.0,1.0,7258.0,0.0,0.0,6584.0,329200.0,201.0,201.0,0.0,1.0,7.0,8689.06,9268.0
18,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,50,CAMDLS Naive,0,9973,7630.0,1.0,7630.0,0.0,0.0,6199.0,309950.0,365.0,365.0,0.0,1.0,7.0,8745.54,9275.0
19,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,50,CAMDLS Naive,0,9904,6902.0,1.0,6902.0,0.0,0.0,5683.0,284150.0,244.0,244.0,0.0,1.0,7.0,8753.88,9333.0
20,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,50,CAMDLS Naive,0,9921,6433.0,1.0,6433.0,0.0,0.0,5556.0,277800.0,282.0,282.0,0.0,1.0,7.0,8807.02,9560.0
21,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,50,CAMDLS Naive,0,9956,6412.0,1.0,6412.0,0.0,0.0,5746.0,287300.0,251.0,251.0,0.0,1.0,7.0,8801.36,9315.0
22,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,50,CAMDLS Naive,0,9961,7795.0,1.0,7795.0,0.0,0.0,6557.0,327850.0,250.0,250.0,0.0,1.0,7.0,8625.92,9160.0
23,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,50,CAMDLS Naive,0,9961,7236.0,1.0,7236.0,0.0,0.0,6440.0,322000.0,343.0,343.0,0.0,1.0,7.0,8673.56,9250.0
24,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,50,CAMDLS Naive,0,9989,6833.0,1.0,6833.0,0.0,0.0,6022.0,301100.0,226.0,226.0,0.0,1.0,7.0,8792.96,9498.0
25,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,50,CAMDLS Naive,0,9851,7603.0,1.0,7603.0,0.0,0.0,5491.0,274550.0,287.0,287.0,0.0,1.0,7.0,8760.26,9390.0
26,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,50,CAMDLS Naive,0,9950,6855.0,1.0,6855.0,0.0,0.0,5962.0,298100.0,201.0,201.0,0.0,1.0,8.0,8763.72,9289.0
27,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,50,CAMDLS Naive,0,9897,7683.0,1.0,7683.0,0.0,0.0,5520.0,276000.0,484.0,484.0,0.0,1.0,7.0,8761.58,9286.0
28,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,50,CAMDLS Naive,0,9978,7187.0,1.0,7187.0,0.0,0.0,6309.0,315450.0,214.0,214.0,0.0,1.0,6.0,8727.4,9327.0
29,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,50,CAMDLS Naive,0,9914,7715.0,1.0,7715.0,0.0,0.0,5624.0,281200.0,182.0,182.0,0.0,1.0,7.0,8754.22,9363.0
30,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,50,CAMDLS Naive,0,9944,7397.0,1.0,7397.0,0.0,0.0,4934.0,246700.0,238.0,238.0,0.0,1.0,7.0,8899.8,9383.0
31,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,50,CAMDLS Naive,0,9961,7572.0,1.0,7572.0,0.0,0.0,5483.0,274150.0,456.0,456.0,0.0,1.0,7.0,8851.52,9450.0
32,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,50,CAMDLS Naive,0,9967,7065.0,1.0,7065.0,0.0,0.0,5830.0,291500.0,504.0,504.0,0.0,1.0,7.0,8749.3,9382.0
33,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,50,CAMDLS Naive,0,9961,7050.0,1.0,7050.0,0.0,0.0,5918.0,295900.0,296.0,296.0,0.0,1.0,7.0,8779.28,9510.0
34,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,50,CAMDLS Naive,0,9869,6752.0,1.0,6752.0,0.0,0.0,5425.0,271250.0,134.0,134.0,0.0,1.0,7.0,8784.9,9458.0
35,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,50,CAMDLS Naive,0,9912,6177.0,1.0,6177.0,0.0,0.0,6573.0,328650.0,278.0,278.0,0.0,1.0,7.0,8582.82,9317.0
36,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,50,CAMDLS Naive,0,9973,8096.0,1.0,8096.0,0.0,0.0,4876.0,243800.0,164.0,164.0,0.0,1.0,8.0,8957.22,9562.0
37,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,50,CAMDLS Naive,0,9881,6932.0,1.0,6932.0,0.0,0.0,5509.0,275450.0,284.0,284.0,0.0,1.0,7.0,8749.6,9220.0
38,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,50,CAMDLS Naive,0,9951,6731.0,1.0,6731.0,0.0,0.0,6015.0,300750.0,459.0,459.0,0.0,1.0,7.0,8732.7,9310.0
39,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,50,CAMDLS Naive,0,9942,7391.0,1.0,7391.0,0.0,0.0,5703.0,285150.0,323.0,323.0,0.0,1.0,7.0,8782.22,9421.0
40,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,50,CAMDLS Naive,0,9907,7016.0,1.0,7016.0,0.0,0.0,5025.0,251250.0,183.0,183.0,0.0,1.0,7.0,8903.8,9476.0
41,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,50,CAMDLS Naive,0,9943,6901.0,1.0,6901.0,0.0,0.0,5692.0,284600.0,191.0,191.0,0.0,1.0,7.0,8807.98,9502.0
42,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,50,CAMDLS Naive,0,9983,6750.0,1.0,6750.0,0.0,0.0,5107.0,255350.0,268.0,268.0,0.0,1.0,8.0,8910.4,9552.0
43,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,50,CAMDLS Naive,0,9988,5956.0,1.0,5956.0,0.0,0.0,6305.0,315250.0,214.0,214.0,0.0,1.0,6.0,8696.34,9349.0
44,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,50,CAMDLS Naive,0,9981,6067.0,1.0,6067.0,0.0,0.0,5926.0,296300.0,384.0,384.0,0.0,1.0,7.0,8795.02,9330.0
45,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,50,CAMDLS Naive,0,9919,6343.0,1.0,6343.0,0.0,0.0,4400.0,220000.0,203.0,203.0,0.0,1.0,8.0,8969.74,9468.0
46,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,50,CAMDLS Naive,0,9889,6915.0,1.0,6915.0,0.0,0.0,5938.0,296900.0,298.0,298.0,0.0,1.0,6.0,8700.4,9518.0
47,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,50,CAMDLS Naive,0,9900,6315.0,1.0,6315.0,0.0,0.0,5117.0,255850.0,282.0,282.0,0.0,1.0,7.0,8836.04,9299.0
48,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,50,CAMDLS Naive,0,9887,7469.0,1.0,7469.0,0.0,0.0,6096.0,304800.0,451.0,451.0,0.0,1.0,7.0,8679.42,9286.0
49,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,50,CAMDLS Naive,0,9916,7756.0,1.0,7756.0,0.0,0.0,5113.0,255650.0,203.0,203.0,0.0,1.0,8.0,8914.0,9265.0
50,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,50,CAMDLS Naive,0,9976,8269.0,1.0,8269.0,0.0,0.0,5588.0,279400.0,435.0,435.0,0.0,1.0,8.0,8838.02,9267.0
51,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,50,CAMDLS Naive,0,9911,7358.0,1.0,7358.0,0.0,0.0,6707.0,335350.0,105.0,105.0,0.0,1.0,6.0,8580.46,9260.0
52,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,50,CAMDLS Naive,0,9965,5970.0,1.0,5970.0,0.0,0.0,6637.0,331850.0,286.0,286.0,0.0,1.0,7.0,8631.42,9360.0
53,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,50,CAMDLS Naive,0,9987,7507.0,1.0,7507.0,0.0,0.0,5234.0,261700.0,177.0,177.0,0.0,1.0,8.0,8871.64,9386.0
54,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,50,CAMDLS Naive,0,9885,7656.0,1.0,7656.0,0.0,0.0,6492.0,324600.0,163.0,163.0,0.0,1.0,7.0,8588.84,9134.0
55,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,50,CAMDLS Naive,0,9883,7479.0,1.0,7479.0,0.0,0.0,5555.0,277750.0,658.0,658.0,0.0,1.0,7.0,8732.74,9318.0
56,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,50,CAMDLS Naive,0,9858,7359.0,1.0,7359.0,0.0,0.0,4824.0,241200.0,388.0,388.0,0.0,1.0,8.0,8868.26,9227.0
57,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,50,CAMDLS Naive,0,9902,6339.0,1.0,6339.0,0.0,0.0,5703.0,285150.0,296.0,296.0,0.0,1.0,7.0,8743.46,9241.0
58,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,50,CAMDLS Naive,0,9987,6924.0,1.0,6924.0,0.0,0.0,5430.0,271500.0,137.0,137.0,0.0,1.0,7.0,8907.06,9396.0
59,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,50,CAMDLS Naive,0,9993,7440.0,1.0,7440.0,0.0,0.0,5917.0,295850.0,241.0,241.0,0.0,1.0,7.0,8775.8,9532.0
60,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,50,CAMDLS Naive,0,9945,7146.0,1.0,7146.0,0.0,0.0,5385.0,269250.0,192.0,192.0,0.0,1.0,7.0,8829.1,9324.0
61,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,50,CAMDLS Naive,0,9928,6992.0,1.0,6992.0,0.0,0.0,5846.0,292300.0,219.0,219.0,0.0,1.0,7.0,8740.3,9357.0
62,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,50,CAMDLS Naive,0,9992,7526.0,1.0,7526.0,0.0,0.0,6243.0,312150.0,284.0,284.0,0.0,1.0,7.0,8752.1,9301.0
63,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,50,CAMDLS Naive,0,9942,8212.0,1.0,8212.0,0.0,0.0,5011.0,250550.0,302.0,302.0,0.0,1.0,7.0,8901.62,9401.0
64,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,50,CAMDLS Naive,0,9926,7459.0,1.0,7459.0,0.0,0.0,5859.0,292950.0,227.0,227.0,0.0,1.0,7.0,8767.58,9405.0
65,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,50,CAMDLS Naive,0,9995,7492.0,1.0,7492.0,0.0,0.0,5806.0,290300.0,346.0,346.0,0.0,1.0,6.0,8836.76,9624.0
66,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,50,CAMDLS Naive,0,9948,7509.0,1.0,7509.0,0.0,0.0,5396.0,269800.0,275.0,275.0,0.0,1.0,7.0,8883.08,9477.0
67,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,50,CAMDLS Naive,0,9985,7745.0,1.0,7745.0,0.0,0.0,5423.0,271150.0,290.0,290.0,0.0,1.0,7.0,8852.82,9864.0
68,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,50,CAMDLS Naive,0,9985,7055.0,1.0,7055.0,0.0,0.0,5792.0,289600.0,320.0,320.0,0.0,1.0,7.0,8817.54,9300.0
69,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,50,CAMDLS Naive,0,9969,6229.0,1.0,6229.0,0.0,0.0,5259.0,262950.0,185.0,185.0,0.0,1.0,7.0,8851.88,9538.0
70,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,50,CAMDLS Naive,0,9971,7080.0,1.0,7080.0,0.0,0.0,5131.0,256550.0,234.0,234.0,0.0,1.0,7.0,8949.6,9550.0
71,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,50,CAMDLS Naive,0,9908,7027.0,1.0,7027.0,0.0,0.0,5086.0,254300.0,463.0,463.0,0.0,1.0,7.0,8872.16,9307.0
72,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,50,CAMDLS Naive,0,9996,6959.0,1.0,6959.0,0.0,0.0,5451.0,272550.0,354.0,354.0,0.0,1.0,7.0,8880.74,9565.0
73,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,50,CAMDLS Naive,0,9997,6166.0,1.0,6166.0,0.0,0.0,5021.0,251050.0,196.0,196.0,0.0,1.0,8.0,8957.94,9556.0
74,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,50,CAMDLS Naive,0,9926,6332.0,1.0,6332.0,0.0,0.0,5575.0,278750.0,299.0,299.0,0.0,1.0,7.0,8791.76,9565.0
75,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,50,CAMDLS Naive,0,9942,6756.0,1.0,6756.0,0.0,0.0,5387.0,269350.0,261.0,261.0,0.0,1.0,7.0,8832.12,9480.0
76,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,50,CAMDLS Naive,0,9929,6079.0,1.0,6079.0,0.0,0.0,6010.0,300500.0,117.0,117.0,0.0,1.0,6.0,8697.64,9238.0
77,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,50,CAMDLS Naive,0,9961,7930.0,1.0,7930.0,0.0,0.0,5592.0,279600.0,437.0,437.0,0.0,1.0,8.0,8823.34,9360.0
78,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,50,CAMDLS Naive,0,9921,6935.0,1.0,6935.0,0.0,0.0,4668.0,233400.0,365.0,365.0,0.0,1.0,8.0,8988.82,9500.0
79,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,50,CAMDLS Naive,0,9968,7971.0,1.0,7971.0,0.0,0.0,5554.0,277700.0,412.0,412.0,0.0,1.0,7.0,8851.72,9443.0
80,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,50,CAMDLS Naive,0,9990,6908.0,1.0,6908.0,0.0,0.0,5464.0,273200.0,423.0,423.0,0.0,1.0,7.0,8877.78,9369.0
81,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,50,CAMDLS Naive,0,9922,8544.0,1.0,8544.0,0.0,0.0,5611.0,280550.0,113.0,113.0,0.0,1.0,7.0,8807.3,9371.0
82,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,50,CAMDLS Naive,0,9983,7127.0,1.0,7127.0,0.0,0.0,7095.0,354750.0,153.0,153.0,0.0,1.0,6.0,8568.66,9142.0
83,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,50,CAMDLS Naive,0,9951,8482.0,1.0,8482.0,0.0,0.0,5365.0,268250.0,408.0,408.0,0.0,1.0,8.0,8827.3,9450.0
84,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,50,CAMDLS Naive,0,9951,6228.0,1.0,6228.0,0.0,0.0,5914.0,295700.0,291.0,291.0,0.0,1.0,6.0,8740.72,9450.0
85,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,50,CAMDLS Naive,0,9992,6663.0,1.0,6663.0,0.0,0.0,5775.0,288750.0,271.0,271.0,0.0,1.0,7.0,8820.68,9321.0
86,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,50,CAMDLS Naive,0,9892,6571.0,1.0,6571.0,0.0,0.0,5536.0,276800.0,225.0,225.0,0.0,1.0,7.0,8754.76,9431.0
87,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,50,CAMDLS Naive,0,9911,6056.0,1.0,6056.0,0.0,0.0,5591.0,279550.0,339.0,339.0,0.0,1.0,6.0,8762.86,9400.0
88,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,50,CAMDLS Naive,0,9889,7020.0,1.0,7020.0,0.0,0.0,5561.0,278050.0,278.0,278.0,0.0,1.0,8.0,8788.36,9268.0
89,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,50,CAMDLS Naive,0,9963,6541.0,1.0,6541.0,0.0,0.0,5801.0,290050.0,277.0,277.0,0.0,1.0,7.0,8823.14,9362.0
90,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,50,CAMDLS Naive,0,9946,6213.0,1.0,6213.0,0.0,0.0,5595.0,279750.0,208.0,208.0,0.0,1.0,7.0,8830.98,9327.0
91,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,50,CAMDLS Naive,0,9964,7682.0,1.0,7682.0,0.0,0.0,5896.0,294800.0,303.0,303.0,0.0,1.0,7.0,8745.96,9403.0
92,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,50,CAMDLS Naive,0,9867,6715.0,1.0,6715.0,0.0,0.0,6112.0,305600.0,129.0,129.0,0.0,1.0,6.0,8648.72,9506.0
93,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,50,CAMDLS Naive,0,9936,7534.0,1.0,7534.0,0.0,0.0,5666.0,283300.0,135.0,135.0,0.0,1.0,7.0,8804.3,9411.0
94,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,50,CAMDLS Naive,0,9976,7896.0,1.0,7896.0,0.0,0.0,4744.0,237200.0,257.0,257.0,0.0,1.0,8.0,8972.72,9525.0
95,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,50,CAMDLS Naive,0,9853,6332.0,1.0,6332.0,0.0,0.0,5067.0,253350.0,347.0,347.0,0.0,1.0,7.0,8827.82,9442.0
96,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,50,CAMDLS Naive,0,9919,7773.0,1.0,7773.0,0.0,0.0,4979.0,248950.0,360.0,360.0,0.0,1.0,8.0,8888.48,9438.0
97,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,50,CAMDLS Naive,0,9911,6686.0,1.0,6686.0,0.0,0.0,6138.0,306900.0,261.0,261.0,0.0,1.0,6.0,8671.34,9366.0
98,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,50,CAMDLS Naive,0,9881,8037.0,1.0,8037.0,0.0,0.0,5426.0,271300.0,428.0,428.0,0.0,1.0,7.0,8811.1,9300.0
99,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,50,CAMDLS Naive,0,9941,6249.0,1.0,6249.0,0.0,0.0,6165.0,308250.0,174.0,174.0,0.0,1.0,6.0,8717.38,9450.0
0,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,20,CAMDLS Naive,0,9911,6934.0,1.0,6934.0,0.0,0.0,5875.0,117500.0,376.0,376.0,0.0,1.0,7.0,8683.7,9200.0
1,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,20,CAMDLS Naive,0,9944,6991.0,1.0,6991.0,0.0,0.0,5425.0,108500.0,216.0,216.0,0.0,1.0,7.0,8737.38,9420.0
2,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,20,CAMDLS Naive,0,9981,7416.0,1.0,7416.0,0.0,0.0,5096.0,101920.0,205.0,276.0,0.0,1.0,7.0,8940.16,9460.0
3,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,20,CAMDLS Naive,0,9918,6724.0,1.0,6724.0,0.0,0.0,5791.0,115820.0,358.0,358.0,0.0,1.0,7.0,8744.98,9411.0
4,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,20,CAMDLS Naive,0,9964,6191.0,1.0,6191.0,0.0,0.0,5498.0,109960.0,315.0,315.0,0.0,1.0,7.0,8851.92,9393.0
5,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,20,CAMDLS Naive,0,9978,7131.0,1.0,7131.0,0.0,0.0,6034.0,120680.0,177.0,177.0,0.0,1.0,7.0,8772.18,9467.0
6,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,20,CAMDLS Naive,0,9922,6326.0,1.0,6326.0,0.0,0.0,5848.0,116960.0,97.0,97.0,0.0,1.0,7.0,8726.7,9351.0
7,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,20,CAMDLS Naive,0,9938,7291.0,1.0,7291.0,0.0,0.0,5275.0,105500.0,287.0,287.0,0.0,1.0,8.0,8896.58,9357.0
8,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,20,CAMDLS Naive,0,9921,7826.0,1.0,7826.0,0.0,0.0,4794.0,95880.0,241.0,241.0,0.0,1.0,8.0,8961.82,9526.0
9,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,20,CAMDLS Naive,0,9984,7142.0,1.0,7142.0,0.0,0.0,5877.0,117540.0,245.0,245.0,0.0,1.0,7.0,8802.34,9252.0
10,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,20,CAMDLS Naive,0,9978,7285.0,1.0,7285.0,0.0,0.0,6322.0,126440.0,302.0,302.0,0.0,1.0,7.0,8682.92,9437.0
11,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,20,CAMDLS Naive,0,9966,6738.0,1.0,6738.0,0.0,0.0,6507.0,130140.0,207.0,207.0,0.0,1.0,6.0,8677.68,9555.0
12,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,20,CAMDLS Naive,0,9914,6764.0,1.0,6764.0,0.0,0.0,6681.0,133620.0,292.0,292.0,0.0,1.0,7.0,8576.16,9431.0
13,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,20,CAMDLS Naive,0,9919,7093.0,1.0,7093.0,0.0,0.0,5271.0,105420.0,443.0,443.0,0.0,1.0,7.0,8858.7,9385.0
14,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,20,CAMDLS Naive,0,9944,7369.0,1.0,7369.0,0.0,0.0,5536.0,110720.0,162.0,162.0,0.0,1.0,7.0,8856.74,9513.0
15,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,20,CAMDLS Naive,0,9977,6805.0,1.0,6805.0,0.0,0.0,6233.0,124660.0,234.0,234.0,0.0,1.0,7.0,8651.24,9291.0
16,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,20,CAMDLS Naive,0,9916,5781.0,1.0,5781.0,0.0,0.0,5529.0,110580.0,90.0,90.0,0.0,1.0,7.0,8791.12,9535.0
17,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,20,CAMDLS Naive,0,9951,7258.0,1.0,7258.0,0.0,0.0,6591.0,131820.0,201.0,201.0,0.0,1.0,7.0,8642.6,9217.0
18,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,20,CAMDLS Naive,0,9935,7630.0,1.0,7630.0,0.0,0.0,6199.0,123980.0,365.0,365.0,0.0,1.0,7.0,8708.58,9235.0
19,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,20,CAMDLS Naive,0,9951,6902.0,1.0,6902.0,0.0,0.0,5755.0,115100.0,244.0,244.0,0.0,1.0,7.0,8801.6,9420.0
20,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,20,CAMDLS Naive,0,9911,6433.0,1.0,6433.0,0.0,0.0,5548.0,110960.0,282.0,282.0,0.0,1.0,7.0,8784.74,9430.0
