run#,DCOP,Perfect Communication,Timestamp Use,Message Lost Prob,k,Algorithm,k algo,Iteration,Global View Cost,Monotonicy,Agent View Cost,Global Anytime Cost,Value Assignmnet Counter,Msgs Counter Arrive,Msgs Counter Deliver,Global View Cost Agent Zero,Agent View Cost Agent Zero,Abs Delta Global and POV,Percent Agents With Colors,Number of Colors,Average Idle Time,Max Idle Time
63,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,100,CAMDLS Naive,0,9854,8212.0,1.0,8212.0,0.0,0.0,5070.0,507000.0,302.0,302.0,0.0,1.0,7.0,8791.58,9393.0
64,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,100,CAMDLS Naive,0,9970,7459.0,1.0,7459.0,0.0,0.0,5867.0,586700.0,227.0,227.0,0.0,1.0,7.0,8795.44,9419.0
65,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,100,CAMDLS Naive,0,9919,7492.0,1.0,7492.0,0.0,0.0,5727.0,572700.0,346.0,346.0,0.0,1.0,6.0,8779.5,9468.0
66,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,100,CAMDLS Naive,0,9901,7509.0,1.0,7509.0,0.0,0.0,5328.0,532800.0,275.0,275.0,0.0,1.0,7.0,8835.0,9492.0
67,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,100,CAMDLS Naive,0,9968,7745.0,1.0,7745.0,0.0,0.0,5409.0,540900.0,290.0,290.0,0.0,1.0,7.0,8838.74,9617.0
68,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,100,CAMDLS Naive,0,9913,7055.0,1.0,7055.0,0.0,0.0,5714.0,571400.0,320.0,320.0,0.0,1.0,7.0,8756.28,9336.0
69,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,100,CAMDLS Naive,0,9965,6229.0,1.0,6229.0,0.0,0.0,5259.0,525900.0,185.0,185.0,0.0,1.0,7.0,8846.68,9534.0
70,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,100,CAMDLS Naive,0,9917,7080.0,1.0,7080.0,0.0,0.0,5059.0,505900.0,234.0,234.0,0.0,1.0,7.0,8901.04,9516.0
71,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,100,CAMDLS Naive,0,9952,7027.0,1.0,7027.0,0.0,0.0,5197.0,519700.0,463.0,463.0,0.0,1.0,7.0,8905.46,9561.0
72,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,100,CAMDLS Naive,0,9994,6959.0,1.0,6959.0,0.0,0.0,5451.0,545100.0,354.0,354.0,0.0,1.0,7.0,8879.08,9563.0
73,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,100,CAMDLS Naive,0,9992,6166.0,1.0,6166.0,0.0,0.0,5021.0,502100.0,196.0,196.0,0.0,1.0,8.0,8954.68,9551.0
74,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,100,CAMDLS Naive,0,9930,6332.0,1.0,6332.0,0.0,0.0,5575.0,557500.0,299.0,299.0,0.0,1.0,7.0,8794.36,9569.0
75,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,100,CAMDLS Naive,0,9996,6756.0,1.0,6756.0,0.0,0.0,5391.0,539100.0,261.0,261.0,0.0,1.0,7.0,8883.92,9545.0
76,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,100,CAMDLS Naive,0,9912,6079.0,1.0,6079.0,0.0,0.0,6240.0,624000.0,117.0,117.0,0.0,1.0,6.0,8647.5,9391.0
77,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,100,CAMDLS Naive,0,9961,7930.0,1.0,7930.0,0.0,0.0,5592.0,559200.0,437.0,437.0,0.0,1.0,8.0,8824.36,9360.0
78,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,100,CAMDLS Naive,0,9917,6935.0,1.0,6935.0,0.0,0.0,4698.0,469800.0,365.0,365.0,0.0,1.0,8.0,8993.36,9486.0
79,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,100,CAMDLS Naive,0,9972,7971.0,1.0,7971.0,0.0,0.0,5554.0,555400.0,412.0,412.0,0.0,1.0,7.0,8857.9,9451.0
80,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,100,CAMDLS Naive,0,9880,6908.0,1.0,6908.0,0.0,0.0,5312.0,531200.0,423.0,423.0,0.0,1.0,7.0,8797.76,9369.0
81,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,100,CAMDLS Naive,0,9903,8544.0,1.0,8544.0,0.0,0.0,5653.0,565300.0,113.0,113.0,0.0,1.0,7.0,8740.1,9209.0
82,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,100,CAMDLS Naive,0,9959,7127.0,1.0,7127.0,0.0,0.0,7095.0,709500.0,153.0,153.0,0.0,1.0,6.0,8544.7,9122.0
83,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,100,CAMDLS Naive,0,9981,8482.0,1.0,8482.0,0.0,0.0,5365.0,536500.0,408.0,408.0,0.0,1.0,8.0,8855.26,9480.0
84,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,100,CAMDLS Naive,0,9992,6228.0,1.0,6228.0,0.0,0.0,5864.0,586400.0,291.0,291.0,0.0,1.0,6.0,8728.32,9397.0
85,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,100,CAMDLS Naive,0,9918,6663.0,1.0,6663.0,0.0,0.0,5817.0,581700.0,271.0,271.0,0.0,1.0,7.0,8722.72,9244.0
86,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,100,CAMDLS Naive,0,9884,6571.0,1.0,6571.0,0.0,0.0,5536.0,553600.0,225.0,225.0,0.0,1.0,7.0,8748.26,9423.0
87,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,100,CAMDLS Naive,0,9991,6056.0,1.0,6056.0,0.0,0.0,5623.0,562300.0,339.0,339.0,0.0,1.0,6.0,8837.82,9450.0
88,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,100,CAMDLS Naive,0,9957,7020.0,1.0,7020.0,0.0,0.0,5640.0,564000.0,278.0,278.0,0.0,1.0,8.0,8840.48,9606.0
89,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,100,CAMDLS Naive,0,9952,6541.0,1.0,6541.0,0.0,0.0,5801.0,580100.0,277.0,277.0,0.0,1.0,7.0,8813.54,9351.0
90,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,100,CAMDLS Naive,0,9932,6213.0,1.0,6213.0,0.0,0.0,5595.0,559500.0,208.0,208.0,0.0,1.0,7.0,8819.3,9313.0
91,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,100,CAMDLS Naive,0,9943,7682.0,1.0,7682.0,0.0,0.0,5932.0,593200.0,303.0,303.0,0.0,1.0,7.0,8760.7,9382.0
92,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,100,CAMDLS Naive,0,9948,6715.0,1.0,6715.0,0.0,0.0,6084.0,608400.0,129.0,129.0,0.0,1.0,6.0,8724.24,9587.0
93,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,100,CAMDLS Naive,0,9886,7534.0,1.0,7534.0,0.0,0.0,5648.0,564800.0,135.0,135.0,0.0,1.0,7.0,8743.94,9365.0
94,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,100,CAMDLS Naive,0,9902,7896.0,1.0,7896.0,0.0,0.0,4716.0,471600.0,257.0,257.0,0.0,1.0,8.0,8954.94,9441.0
95,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,100,CAMDLS Naive,0,9983,6332.0,1.0,6332.0,0.0,0.0,5086.0,508600.0,347.0,347.0,0.0,1.0,7.0,8875.28,9462.0
96,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,100,CAMDLS Naive,0,9924,7773.0,1.0,7773.0,0.0,0.0,4964.0,496400.0,360.0,360.0,0.0,1.0,8.0,8876.18,9353.0
97,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,100,CAMDLS Naive,0,9997,6686.0,1.0,6686.0,0.0,0.0,6149.0,614900.0,261.0,261.0,0.0,1.0,6.0,8693.88,9376.0
98,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,100,CAMDLS Naive,0,9925,8037.0,1.0,8037.0,0.0,0.0,5426.0,542600.0,428.0,428.0,0.0,1.0,7.0,8854.08,9344.0
99,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,100,CAMDLS Naive,0,9991,6249.0,1.0,6249.0,0.0,0.0,6247.0,624700.0,174.0,174.0,0.0,1.0,6.0,8718.18,9328.0
0,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,200,CAMDLS Naive,0,9874,6934.0,1.0,6934.0,0.0,0.0,5822.0,1164400.0,376.0,376.0,0.0,1.0,7.0,8542.46,9293.0
1,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,200,CAMDLS Naive,0,9880,6991.0,1.0,6991.0,0.0,0.0,5416.0,1083200.0,216.0,216.0,0.0,1.0,7.0,8766.7,9419.0
2,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,200,CAMDLS Naive,0,9970,7416.0,1.0,7416.0,0.0,0.0,5086.0,1017200.0,205.0,276.0,0.0,1.0,7.0,8912.38,9441.0
3,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,200,CAMDLS Naive,0,9915,6724.0,1.0,6724.0,0.0,0.0,5791.0,1158200.0,358.0,358.0,0.0,1.0,7.0,8740.72,9408.0
4,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,200,CAMDLS Naive,0,9961,6191.0,1.0,6191.0,0.0,0.0,5381.0,1076200.0,315.0,315.0,0.0,1.0,7.0,8833.92,9410.0
5,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,200,CAMDLS Naive,0,9971,7131.0,1.0,7131.0,0.0,0.0,6034.0,1206800.0,177.0,177.0,0.0,1.0,7.0,8767.52,9460.0
6,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,200,CAMDLS Naive,0,9876,6326.0,1.0,6326.0,0.0,0.0,5841.0,1168200.0,97.0,97.0,0.0,1.0,7.0,8712.66,9355.0
7,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,200,CAMDLS Naive,0,9915,7291.0,1.0,7291.0,0.0,0.0,5237.0,1047400.0,287.0,287.0,0.0,1.0,8.0,8853.84,9364.0
8,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,200,CAMDLS Naive,0,9964,7826.0,1.0,7826.0,0.0,0.0,4827.0,965400.0,241.0,241.0,0.0,1.0,8.0,8957.68,9533.0
9,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,200,CAMDLS Naive,0,9935,7142.0,1.0,7142.0,0.0,0.0,5853.0,1170600.0,245.0,245.0,0.0,1.0,7.0,8750.94,9244.0
10,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,200,CAMDLS Naive,0,9964,7285.0,1.0,7285.0,0.0,0.0,6322.0,1264400.0,302.0,302.0,0.0,1.0,7.0,8684.68,9363.0
11,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,200,CAMDLS Naive,0,9908,6738.0,1.0,6738.0,0.0,0.0,6442.0,1288400.0,207.0,207.0,0.0,1.0,6.0,8613.5,9357.0
12,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,200,CAMDLS Naive,0,9990,6764.0,1.0,6764.0,0.0,0.0,6731.0,1346200.0,292.0,292.0,0.0,1.0,7.0,8630.2,9409.0
13,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,200,CAMDLS Naive,0,9921,7093.0,1.0,7093.0,0.0,0.0,5318.0,1063600.0,443.0,443.0,0.0,1.0,7.0,8859.7,9390.0
14,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,200,CAMDLS Naive,0,9946,7369.0,1.0,7369.0,0.0,0.0,5516.0,1103200.0,162.0,162.0,0.0,1.0,7.0,8850.5,9515.0
15,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,200,CAMDLS Naive,0,9943,6805.0,1.0,6805.0,0.0,0.0,6268.0,1253600.0,234.0,234.0,0.0,1.0,7.0,8687.84,9302.0
16,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,200,CAMDLS Naive,0,9978,5781.0,1.0,5781.0,0.0,0.0,5642.0,1128400.0,90.0,90.0,0.0,1.0,7.0,8821.2,9394.0
17,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,200,CAMDLS Naive,0,9973,7258.0,1.0,7258.0,0.0,0.0,6587.0,1317400.0,201.0,201.0,0.0,1.0,7.0,8653.42,9219.0
18,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,200,CAMDLS Naive,0,9976,7630.0,1.0,7630.0,0.0,0.0,6208.0,1241600.0,365.0,365.0,0.0,1.0,7.0,8754.64,9283.0
19,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,200,CAMDLS Naive,0,9969,6902.0,1.0,6902.0,0.0,0.0,5755.0,1151000.0,244.0,244.0,0.0,1.0,7.0,8817.52,9438.0
20,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,200,CAMDLS Naive,0,9965,6433.0,1.0,6433.0,0.0,0.0,5556.0,1111200.0,282.0,282.0,0.0,1.0,7.0,8850.14,9601.0
21,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,200,CAMDLS Naive,0,9968,6412.0,1.0,6412.0,0.0,0.0,5746.0,1149200.0,251.0,251.0,0.0,1.0,7.0,8811.02,9327.0
22,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,200,CAMDLS Naive,0,9981,7795.0,1.0,7795.0,0.0,0.0,6554.0,1310800.0,250.0,250.0,0.0,1.0,7.0,8638.26,9160.0
23,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,200,CAMDLS Naive,0,9942,7236.0,1.0,7236.0,0.0,0.0,6347.0,1269400.0,343.0,343.0,0.0,1.0,7.0,8679.92,9381.0
24,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,200,CAMDLS Naive,0,9971,6833.0,1.0,6833.0,0.0,0.0,6012.0,1202400.0,226.0,226.0,0.0,1.0,7.0,8761.16,9489.0
25,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,200,CAMDLS Naive,0,9930,7603.0,1.0,7603.0,0.0,0.0,5504.0,1100800.0,287.0,287.0,0.0,1.0,7.0,8792.06,9399.0
26,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,200,CAMDLS Naive,0,9897,6855.0,1.0,6855.0,0.0,0.0,5885.0,1177000.0,201.0,201.0,0.0,1.0,8.0,8728.2,9217.0
27,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,200,CAMDLS Naive,0,9899,7683.0,1.0,7683.0,0.0,0.0,5514.0,1102800.0,484.0,484.0,0.0,1.0,7.0,8759.38,9288.0
28,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,200,CAMDLS Naive,0,9942,7187.0,1.0,7187.0,0.0,0.0,6367.0,1273400.0,214.0,214.0,0.0,1.0,6.0,8644.74,9281.0
29,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,200,CAMDLS Naive,0,9907,7715.0,1.0,7715.0,0.0,0.0,5629.0,1125800.0,182.0,182.0,0.0,1.0,7.0,8723.08,9316.0
30,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,200,CAMDLS Naive,0,9989,7397.0,1.0,7397.0,0.0,0.0,4965.0,993000.0,238.0,238.0,0.0,1.0,7.0,8962.08,9558.0
31,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,200,CAMDLS Naive,0,9941,7572.0,1.0,7572.0,0.0,0.0,5445.0,1089000.0,456.0,456.0,0.0,1.0,7.0,8800.06,9410.0
32,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,200,CAMDLS Naive,0,9975,7065.0,1.0,7065.0,0.0,0.0,5840.0,1168000.0,504.0,504.0,0.0,1.0,7.0,8774.48,9384.0
33,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,200,CAMDLS Naive,0,9929,7050.0,1.0,7050.0,0.0,0.0,5925.0,1185000.0,296.0,296.0,0.0,1.0,7.0,8749.74,9478.0
34,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,200,CAMDLS Naive,0,9928,6752.0,1.0,6752.0,0.0,0.0,5337.0,1067400.0,134.0,134.0,0.0,1.0,7.0,8819.88,9527.0
35,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,200,CAMDLS Naive,0,9998,6177.0,1.0,6177.0,0.0,0.0,6657.0,1331400.0,278.0,278.0,0.0,1.0,7.0,8652.98,9635.0
36,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,200,CAMDLS Naive,0,9982,8096.0,1.0,8096.0,0.0,0.0,4869.0,973800.0,164.0,164.0,0.0,1.0,8.0,8956.94,9571.0
37,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,200,CAMDLS Naive,0,9941,6932.0,1.0,6932.0,0.0,0.0,5577.0,1115400.0,284.0,284.0,0.0,1.0,7.0,8760.8,9161.0
38,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,200,CAMDLS Naive,0,9951,6731.0,1.0,6731.0,0.0,0.0,5969.0,1193800.0,459.0,459.0,0.0,1.0,7.0,8713.14,9248.0
39,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,200,CAMDLS Naive,0,9937,7391.0,1.0,7391.0,0.0,0.0,5703.0,1140600.0,323.0,323.0,0.0,1.0,7.0,8776.52,9416.0
40,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,200,CAMDLS Naive,0,9914,7016.0,1.0,7016.0,0.0,0.0,4986.0,997200.0,183.0,183.0,0.0,1.0,7.0,8873.3,9483.0
41,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,200,CAMDLS Naive,0,9986,6901.0,1.0,6901.0,0.0,0.0,5759.0,1151800.0,191.0,191.0,0.0,1.0,7.0,8827.1,9415.0
42,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,200,CAMDLS Naive,0,9982,6750.0,1.0,6750.0,0.0,0.0,5096.0,1019200.0,268.0,268.0,0.0,1.0,8.0,8906.02,9551.0
43,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,200,CAMDLS Naive,0,9959,5956.0,1.0,5956.0,0.0,0.0,6370.0,1274000.0,214.0,214.0,0.0,1.0,6.0,8659.98,9311.0
44,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,200,CAMDLS Naive,0,9956,6067.0,1.0,6067.0,0.0,0.0,5876.0,1175200.0,384.0,384.0,0.0,1.0,7.0,8745.14,9315.0
45,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,200,CAMDLS Naive,0,9906,6343.0,1.0,6343.0,0.0,0.0,4424.0,884800.0,203.0,203.0,0.0,1.0,8.0,8994.76,9449.0
46,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,200,CAMDLS Naive,0,9990,6915.0,1.0,6915.0,0.0,0.0,5921.0,1184200.0,298.0,298.0,0.0,1.0,6.0,8789.04,9494.0
47,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,200,CAMDLS Naive,0,9994,6315.0,1.0,6315.0,0.0,0.0,5136.0,1027200.0,282.0,282.0,0.0,1.0,7.0,8855.72,9290.0
48,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,200,CAMDLS Naive,0,9886,7469.0,1.0,7469.0,0.0,0.0,6096.0,1219200.0,451.0,451.0,0.0,1.0,7.0,8676.1,9283.0
49,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,200,CAMDLS Naive,0,9924,7756.0,1.0,7756.0,0.0,0.0,5091.0,1018200.0,203.0,203.0,0.0,1.0,8.0,8913.24,9273.0
50,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,200,CAMDLS Naive,0,9958,8269.0,1.0,8269.0,0.0,0.0,5563.0,1112600.0,435.0,435.0,0.0,1.0,8.0,8778.54,9217.0
51,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,200,CAMDLS Naive,0,9921,7358.0,1.0,7358.0,0.0,0.0,6676.0,1335200.0,105.0,105.0,0.0,1.0,6.0,8569.2,9268.0
52,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,200,CAMDLS Naive,0,9951,5970.0,1.0,5970.0,0.0,0.0,6637.0,1327400.0,286.0,286.0,0.0,1.0,7.0,8618.32,9346.0
53,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,200,CAMDLS Naive,0,9893,7507.0,1.0,7507.0,0.0,0.0,5214.0,1042800.0,177.0,177.0,0.0,1.0,8.0,8803.96,9292.0
54,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,200,CAMDLS Naive,0,9920,7656.0,1.0,7656.0,0.0,0.0,6460.0,1292000.0,163.0,163.0,0.0,1.0,7.0,8559.42,8999.0
55,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,200,CAMDLS Naive,0,9880,7479.0,1.0,7479.0,0.0,0.0,5592.0,1118400.0,658.0,658.0,0.0,1.0,7.0,8766.52,9457.0
56,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,200,CAMDLS Naive,0,9921,7359.0,1.0,7359.0,0.0,0.0,4832.0,966400.0,388.0,388.0,0.0,1.0,8.0,8892.54,9360.0
57,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,200,CAMDLS Naive,0,9971,6339.0,1.0,6339.0,0.0,0.0,5779.0,1155800.0,296.0,296.0,0.0,1.0,7.0,8821.84,9370.0
58,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,200,CAMDLS Naive,0,9969,6924.0,1.0,6924.0,0.0,0.0,5514.0,1102800.0,137.0,137.0,0.0,1.0,7.0,8839.2,9334.0
59,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,200,CAMDLS Naive,0,9870,7440.0,1.0,7440.0,0.0,0.0,5858.0,1171600.0,241.0,241.0,0.0,1.0,7.0,8713.34,9399.0
60,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,200,CAMDLS Naive,0,9983,7146.0,1.0,7146.0,0.0,0.0,5333.0,1066600.0,192.0,192.0,0.0,1.0,7.0,8879.76,9482.0
61,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,200,CAMDLS Naive,0,9927,6992.0,1.0,6992.0,0.0,0.0,5846.0,1169200.0,219.0,219.0,0.0,1.0,7.0,8740.28,9356.0
62,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,200,CAMDLS Naive,0,9895,7526.0,1.0,7526.0,0.0,0.0,6145.0,1229000.0,284.0,284.0,0.0,1.0,7.0,8663.22,9194.0
63,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,200,CAMDLS Naive,0,9999,8212.0,1.0,8212.0,0.0,0.0,5148.0,1029600.0,302.0,302.0,0.0,1.0,7.0,8933.18,9448.0
64,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,200,CAMDLS Naive,0,9922,7459.0,1.0,7459.0,0.0,0.0,5848.0,1169600.0,227.0,227.0,0.0,1.0,7.0,8760.16,9401.0
65,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,200,CAMDLS Naive,0,9949,7492.0,1.0,7492.0,0.0,0.0,5834.0,1166800.0,346.0,346.0,0.0,1.0,6.0,8784.36,9556.0
66,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,200,CAMDLS Naive,0,9964,7509.0,1.0,7509.0,0.0,0.0,5371.0,1074200.0,275.0,275.0,0.0,1.0,7.0,8867.98,9453.0
67,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,200,CAMDLS Naive,0,9915,7745.0,1.0,7745.0,0.0,0.0,5368.0,1073600.0,290.0,290.0,0.0,1.0,7.0,8788.68,9714.0
68,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,200,CAMDLS Naive,0,9995,7055.0,1.0,7055.0,0.0,0.0,5781.0,1156200.0,320.0,320.0,0.0,1.0,7.0,8824.76,9314.0
69,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,200,CAMDLS Naive,0,9952,6229.0,1.0,6229.0,0.0,0.0,5233.0,1046600.0,185.0,185.0,0.0,1.0,7.0,8790.34,9521.0
70,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,200,CAMDLS Naive,0,9949,7080.0,1.0,7080.0,0.0,0.0,5131.0,1026200.0,234.0,234.0,0.0,1.0,7.0,8926.06,9528.0
71,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,200,CAMDLS Naive,0,9936,7027.0,1.0,7027.0,0.0,0.0,5232.0,1046400.0,463.0,463.0,0.0,1.0,7.0,8866.26,9515.0
72,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,200,CAMDLS Naive,0,9893,6959.0,1.0,6959.0,0.0,0.0,5391.0,1078200.0,354.0,354.0,0.0,1.0,7.0,8781.9,9462.0
73,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,200,CAMDLS Naive,0,9997,6166.0,1.0,6166.0,0.0,0.0,5021.0,1004200.0,196.0,196.0,0.0,1.0,8.0,8950.38,9556.0
74,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,200,CAMDLS Naive,0,9917,6332.0,1.0,6332.0,0.0,0.0,5575.0,1115000.0,299.0,299.0,0.0,1.0,7.0,8782.36,9556.0
75,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,200,CAMDLS Naive,0,9997,6756.0,1.0,6756.0,0.0,0.0,5402.0,1080400.0,261.0,261.0,0.0,1.0,7.0,8870.28,9476.0
76,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,200,CAMDLS Naive,0,9913,6079.0,1.0,6079.0,0.0,0.0,6222.0,1244400.0,117.0,117.0,0.0,1.0,6.0,8621.96,9392.0
77,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,200,CAMDLS Naive,0,9915,7930.0,1.0,7930.0,0.0,0.0,5558.0,1111600.0,437.0,437.0,0.0,1.0,8.0,8779.88,9248.0
78,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,200,CAMDLS Naive,0,9905,6935.0,1.0,6935.0,0.0,0.0,4689.0,937800.0,365.0,365.0,0.0,1.0,8.0,8977.6,9474.0
79,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,200,CAMDLS Naive,0,9990,7971.0,1.0,7971.0,0.0,0.0,5503.0,1100600.0,412.0,412.0,0.0,1.0,7.0,8858.34,9469.0
80,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,200,CAMDLS Naive,0,9886,6908.0,1.0,6908.0,0.0,0.0,5312.0,1062400.0,423.0,423.0,0.0,1.0,7.0,8803.1,9375.0
81,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,200,CAMDLS Naive,0,9913,8544.0,1.0,8544.0,0.0,0.0,5653.0,1130600.0,113.0,113.0,0.0,1.0,7.0,8752.46,9222.0
82,Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,200,CAMDLS Naive,0,9893,7127.0,1.0,7127.0,0.0,0.0,6992.0,1398400.0,153.0,153.0,0.0,1.0,6.0,8485.86,9122.0
