DCOP,Perfect Communication,Timestamp Use,Message Lost Prob,k,Algorithm,k algo,Iteration,Global View Cost,Monotonicy,Agent View Cost,Global Anytime Cost,Value Assignmnet Counter,Msgs Counter Arrive,Msgs Counter Deliver,Global View Cost Agent Zero,Agent View Cost Agent Zero,Abs Delta Global and POV,Percent Agents With Colors,Number of Colors,Average Idle Time,Max Idle Time
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,1,CAMDLS Naive,0,0,NaN,1.0,0.0,0.0,0.0,0.0,0.0,NaN,0.0,NaN,0.10219999999999996,1.0,0.0,0.0
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,1,CAMDLS Naive,0,100,NaN,1.0,NaN,0.0,0.0,149.82,149.82,NaN,60.21,NaN,0.3894,3.99,42.6,76.0
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,1,CAMDLS Naive,0,200,NaN,1.0,NaN,0.0,0.0,222.56,222.56,NaN,99.49,NaN,0.5383999999999999,4.85,109.69399999999997,167.2
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,1,CAMDLS Naive,0,300,NaN,1.0,NaN,0.0,0.0,282.17,282.17,317.5,135.82,NaN,0.6585999999999997,5.37,186.32999999999996,261.2
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,1,CAMDLS Naive,0,400,NaN,1.0,NaN,0.0,0.0,336.55,336.55,227.91666666666666,169.16,NaN,0.7699999999999997,5.92,267.55019999999996,355.1
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,1,CAMDLS Naive,0,500,NaN,1.0,NaN,0.0,0.0,380.98,380.98,240.08695652173913,198.75,NaN,0.8538000000000001,6.33,347.26679999999993,447.3
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,1,CAMDLS Naive,0,600,7198.727272727273,1.0,6877.416666666667,0.0,0.0,425.26,425.26,259.48837209302326,225.21,284.3636363636364,0.9122000000000001,6.63,431.6172000000001,544.4
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,1,CAMDLS Naive,0,700,7329.419354838709,1.0,7183.044117647059,0.0,0.0,469.97,469.97,266.82089552238807,248.52,193.40322580645162,0.9525999999999999,6.81,521.1767999999998,642.6
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,1,CAMDLS Naive,0,800,7392.327272727272,1.0,7302.558333333333,0.0,0.0,514.88,514.88,263.5731707317073,258.6,141.38181818181818,0.9782,6.93,608.1313999999999,737.64
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,1,CAMDLS Naive,0,900,7476.52,1.0,7406.5,0.0,0.0,559.06,559.06,270.5698924731183,263.3,105.76,0.9925999999999999,6.99,689.8151999999998,820.49
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,1,CAMDLS Naive,0,1000,7534.2444444444445,1.0,7501.387096774193,0.0,0.0,610.74,610.74,272.55670103092785,267.0,72.05,0.9969999999999999,7.02,779.1437999999995,909.46
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,1,CAMDLS Naive,0,1100,7516.19587628866,1.0,7526.760204081633,0.0,0.0,669.17,669.17,274.92929292929296,271.48,40.71649484536083,0.9988000000000001,7.04,879.7884000000001,1011.88
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,1,CAMDLS Naive,0,1200,7470.918367346939,0.99,7487.163265306122,0.0,0.0,724.75,724.75,278.42424242424244,272.04,32.0,0.9992,7.04,966.3600000000005,1089.42
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,1,CAMDLS Naive,0,1300,7441.63,0.99,7451.545,0.0,0.0,786.27,786.27,281.0,276.89,36.605,1.0,7.04,1061.5328,1188.16
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,1,CAMDLS Naive,0,1400,7398.72,0.99,7412.515,0.0,0.0,841.0,841.0,277.85,277.54,23.235,1.0,7.04,1148.2374,1278.75
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,1,CAMDLS Naive,0,1500,7365.8,0.99,7376.245,0.0,0.0,902.36,902.36,279.27,278.17,16.625,1.0,7.04,1245.1224,1378.57
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,1,CAMDLS Naive,0,1600,7333.52,1.0,7347.41,0.0,0.0,953.63,953.63,279.89,276.49,20.49,1.0,7.04,1327.6231999999998,1459.75
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,1,CAMDLS Naive,0,1700,7309.11,0.99,7316.72,0.0,0.0,1010.83,1010.83,282.05,277.86,14.62,1.0,7.04,1419.5702000000006,1560.54
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,1,CAMDLS Naive,0,1800,7288.36,1.0,7295.69,0.0,0.0,1064.5,1064.5,281.54,280.36,11.31,1.0,7.04,1507.8494000000003,1652.32
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,1,CAMDLS Naive,0,1900,7271.49,0.99,7276.88,0.0,0.0,1120.71,1120.71,281.43,280.75,13.96,1.0,7.04,1596.7798,1740.01
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,1,CAMDLS Naive,0,2000,7257.09,0.99,7265.3,0.0,0.0,1173.84,1173.84,281.99,279.88,11.62,1.0,7.04,1680.7828000000002,1830.44
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,1,CAMDLS Naive,0,2100,7236.77,0.99,7245.07,0.0,0.0,1228.71,1228.71,281.42,279.82,11.75,1.0,7.04,1765.9358000000004,1917.64
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,1,CAMDLS Naive,0,2200,7217.01,0.97,7224.28,0.0,0.0,1291.78,1291.78,282.47,279.88,11.11,1.0,7.04,1864.708,2021.7
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,1,CAMDLS Naive,0,2300,7201.53,1.0,7204.9,0.0,0.0,1347.99,1347.99,280.64,282.43,10.3,1.0,7.04,1951.5306,2118.01
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,1,CAMDLS Naive,0,2400,7193.24,0.99,7193.475,0.0,0.0,1396.7,1396.7,279.05,281.79,8.125,1.0,7.04,2029.0825999999993,2192.96
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,1,CAMDLS Naive,0,2500,7180.29,1.0,7182.315,0.0,0.0,1455.81,1455.81,278.13,279.04,7.015,1.0,7.04,2123.309799999999,2295.3
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,1,CAMDLS Naive,0,2600,7166.2,1.0,7171.89,0.0,0.0,1512.45,1512.45,277.21,277.3,7.66,1.0,7.04,2213.5492,2391.2
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,1,CAMDLS Naive,0,2700,7155.69,1.0,7158.715,0.0,0.0,1567.93,1567.93,276.99,276.64,5.515,1.0,7.04,2301.239800000001,2490.47
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,1,CAMDLS Naive,0,2800,7142.63,1.0,7149.975,0.0,0.0,1626.75,1626.75,277.2,276.94,9.235,1.0,7.04,2393.9316,2581.97
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,1,CAMDLS Naive,0,2900,7132.48,1.0,7135.855,0.0,0.0,1684.55,1684.55,277.18,276.96,7.255,1.0,7.04,2486.5388000000003,2675.95
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,1,CAMDLS Naive,0,3000,7122.83,1.0,7129.28,0.0,0.0,1733.33,1733.33,277.18,277.24,8.28,1.0,7.04,2562.7859999999996,2761.25
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,1,CAMDLS Naive,0,3100,7116.44,0.99,7121.285,0.0,0.0,1796.85,1796.85,276.84,276.7,5.585,1.0,7.04,2659.3191999999995,2864.07
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,1,CAMDLS Naive,0,3200,7109.64,1.0,7115.065,0.0,0.0,1854.15,1854.15,276.31,277.46,6.065,1.0,7.04,2749.761999999999,2956.4
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,1,CAMDLS Naive,0,3300,7107.36,1.0,7109.87,0.0,0.0,1904.91,1904.91,276.75,276.63,4.82,1.0,7.04,2834.1902,3044.99
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,1,CAMDLS Naive,0,3400,7103.12,1.0,7105.855,0.0,0.0,1960.02,1960.02,276.75,277.15,3.245,1.0,7.04,2923.156800000001,3144.43
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,1,CAMDLS Naive,0,3500,7100.13,1.0,7102.195,0.0,0.0,2019.04,2019.04,276.17,276.17,2.755,1.0,7.04,3017.0382,3244.58
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,1,CAMDLS Naive,0,3600,7098.21,1.0,7098.77,0.0,0.0,2078.97,2078.97,276.17,276.17,1.39,1.0,7.04,3111.5931999999993,3338.11
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,1,CAMDLS Naive,0,3700,7094.37,1.0,7094.475,0.0,0.0,2127.61,2127.61,276.59,276.17,3.465,1.0,7.04,3190.0257999999985,3418.76
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,1,CAMDLS Naive,0,3800,7091.05,0.99,7092.0,0.0,0.0,2186.48,2186.48,276.34,276.31,3.02,1.0,7.04,3280.9461999999994,3519.21
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,1,CAMDLS Naive,0,3900,7084.66,0.99,7086.7,0.0,0.0,2241.77,2241.77,276.32,276.44,3.66,1.0,7.04,3366.907399999999,3607.95
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,1,CAMDLS Naive,0,4000,7080.91,0.99,7082.045,0.0,0.0,2300.52,2300.52,276.8,276.34,2.755,1.0,7.04,3458.8460000000005,3698.96
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,1,CAMDLS Naive,0,4100,7078.09,1.0,7079.23,0.0,0.0,2354.99,2354.99,276.8,276.8,1.53,1.0,7.04,3542.8260000000005,3797.74
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,1,CAMDLS Naive,0,4200,7076.88,1.0,7077.15,0.0,0.0,2413.78,2413.78,276.55,276.8,0.49,1.0,7.04,3635.904400000002,3899.84
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,1,CAMDLS Naive,0,4300,7076.2,1.0,7076.34,0.0,0.0,2471.36,2471.36,276.46,277.26,0.54,1.0,7.04,3728.3788000000013,3996.32
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,1,CAMDLS Naive,0,4400,7075.57,1.0,7075.675,0.0,0.0,2527.22,2527.22,276.5,276.56,0.345,1.0,7.04,3815.1416000000004,4080.65
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,1,CAMDLS Naive,0,4500,7072.66,1.0,7073.38,0.0,0.0,2577.61,2577.61,276.42,276.38,0.88,1.0,7.04,3897.705,4173.63
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,1,CAMDLS Naive,0,4600,7070.5,1.0,7071.465,0.0,0.0,2635.83,2635.83,276.57,276.38,1.735,1.0,7.04,3987.902,4267.67
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,1,CAMDLS Naive,0,4700,7068.87,1.0,7070.27,0.0,0.0,2693.24,2693.24,277.44,276.57,1.4,1.0,7.04,4079.3974000000017,4361.33
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,1,CAMDLS Naive,0,4800,7068.14,1.0,7068.76,0.0,0.0,2755.06,2755.06,277.24,276.37,0.91,1.0,7.04,4175.592800000002,4465.95
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,1,CAMDLS Naive,0,4900,7066.91,1.0,7067.745,0.0,0.0,2809.45,2809.45,276.8,277.24,0.905,1.0,7.04,4255.642400000001,4556.33
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,1,CAMDLS Naive,0,5000,7065.67,1.0,7066.66,0.0,0.0,2863.06,2863.06,276.77,276.8,1.2,1.0,7.04,4343.265800000001,4654.13
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,1,CAMDLS Naive,0,5100,7065.67,1.0,7065.565,0.0,0.0,2920.83,2920.83,276.77,276.8,0.105,1.0,7.04,4435.387,4742.03
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,1,CAMDLS Naive,0,5200,7065.18,1.0,7065.23,0.0,0.0,2977.95,2977.95,277.48,276.77,0.05,1.0,7.04,4525.430999999999,4840.26
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,1,CAMDLS Naive,0,5300,7064.94,1.0,7064.91,0.0,0.0,3027.43,3027.43,277.48,277.48,0.47,1.0,7.04,4602.9226,4913.65
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,1,CAMDLS Naive,0,5400,7064.82,1.0,7064.85,0.0,0.0,3086.53,3086.53,277.48,277.48,0.03,1.0,7.04,4700.7192,5026.53
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,1,CAMDLS Naive,0,5500,7064.36,1.0,7064.59,0.0,0.0,3141.83,3141.83,277.24,277.02,0.23,1.0,7.04,4790.7883999999995,5122.92
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,1,CAMDLS Naive,0,5600,7064.21,1.0,7064.21,0.0,0.0,3201.13,3201.13,276.87,276.65,0.46,1.0,7.04,4882.4016,5216.27
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,1,CAMDLS Naive,0,5700,7062.76,1.0,7063.255,0.0,0.0,3262.01,3262.01,276.87,276.87,0.495,1.0,7.04,4972.842000000003,5317.15
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,1,CAMDLS Naive,0,5800,7062.76,1.0,7062.51,0.0,0.0,3316.28,3316.28,276.87,276.87,0.41,1.0,7.04,5056.987000000003,5400.26
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,1,CAMDLS Naive,0,5900,7062.76,1.0,7062.76,0.0,0.0,3370.89,3370.89,276.87,276.87,0.0,1.0,7.04,5142.866800000002,5498.94
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,1,CAMDLS Naive,0,6000,7062.76,1.0,7062.76,0.0,0.0,3434.05,3434.05,276.87,276.87,0.0,1.0,7.04,5241.743000000002,5599.27
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,1,CAMDLS Naive,0,6100,7062.76,1.0,7062.71,0.0,0.0,3482.81,3482.81,276.87,276.87,0.05,1.0,7.04,5317.9306,5677.26
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,1,CAMDLS Naive,0,6200,7062.45,1.0,7062.555,0.0,0.0,3535.56,3535.56,276.16,276.87,0.105,1.0,7.04,5407.125200000001,5774.28
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,1,CAMDLS Naive,0,6300,7062.52,0.99,7062.505,0.0,0.0,3596.9,3596.9,276.16,276.87,0.125,1.0,7.04,5505.7794,5882.72
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,1,CAMDLS Naive,0,6400,7062.45,1.0,7062.505,0.0,0.0,3645.97,3645.97,276.16,276.16,0.055,1.0,7.04,5585.371000000002,5968.32
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,1,CAMDLS Naive,0,6500,7062.45,1.0,7062.45,0.0,0.0,3705.14,3705.14,276.16,276.16,0.0,1.0,7.04,5676.738999999999,6073.91
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,1,CAMDLS Naive,0,6600,7061.58,1.0,7062.015,0.0,0.0,3761.38,3761.38,276.34,276.16,0.435,1.0,7.04,5765.660999999998,6159.77
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,1,CAMDLS Naive,0,6700,7061.58,1.0,7062.015,0.0,0.0,3818.04,3818.04,276.34,276.16,0.435,1.0,7.04,5852.468400000001,6247.28
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,1,CAMDLS Naive,0,6800,7061.58,1.0,7061.58,0.0,0.0,3878.0,3878.0,276.34,276.34,0.0,1.0,7.04,5945.9652000000015,6349.09
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,1,CAMDLS Naive,0,6900,7061.58,1.0,7061.58,0.0,0.0,3936.98,3936.98,276.34,276.34,0.0,1.0,7.04,6038.290000000003,6448.34
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,1,CAMDLS Naive,0,7000,7061.58,1.0,7061.58,0.0,0.0,3998.17,3998.17,276.34,276.34,0.0,1.0,7.04,6133.664000000002,6545.52
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,1,CAMDLS Naive,0,7100,7061.58,1.0,7061.58,0.0,0.0,4046.23,4046.23,276.34,276.34,0.0,1.0,7.04,6209.160399999997,6630.59
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,1,CAMDLS Naive,0,7200,7061.58,1.0,7061.58,0.0,0.0,4103.2,4103.2,277.05,276.34,0.0,1.0,7.04,6299.2559999999985,6723.67
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,1,CAMDLS Naive,0,7300,7061.58,1.0,7061.58,0.0,0.0,4159.16,4159.16,277.05,277.05,0.0,1.0,7.04,6387.5754000000015,6823.72
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,1,CAMDLS Naive,0,7400,7061.58,1.0,7061.61,0.0,0.0,4215.03,4215.03,277.05,277.05,0.03,1.0,7.04,6479.209400000001,6926.64
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,1,CAMDLS Naive,0,7500,7061.58,1.0,7061.58,0.0,0.0,4269.14,4269.14,277.05,277.05,0.0,1.0,7.04,6563.9014,7012.44
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,1,CAMDLS Naive,0,7600,7061.58,1.0,7061.58,0.0,0.0,4325.42,4325.42,277.05,277.05,0.0,1.0,7.04,6654.824199999997,7115.68
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,1,CAMDLS Naive,0,7700,7061.58,1.0,7061.58,0.0,0.0,4385.37,4385.37,277.05,277.05,0.0,1.0,7.04,6745.557199999997,7202.73
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,1,CAMDLS Naive,0,7800,7061.58,1.0,7061.58,0.0,0.0,4442.53,4442.53,277.05,277.05,0.0,1.0,7.04,6834.716199999999,7300.82
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,1,CAMDLS Naive,0,7900,7061.58,1.0,7061.58,0.0,0.0,4499.03,4499.03,277.05,277.05,0.0,1.0,7.04,6924.916599999998,7396.4
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,1,CAMDLS Naive,0,8000,7061.58,1.0,7061.77,0.0,0.0,4554.25,4554.25,277.05,277.05,0.19,1.0,7.04,7009.9854000000005,7478.61
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,1,CAMDLS Naive,0,8100,7061.58,1.0,7061.58,0.0,0.0,4607.56,4607.56,276.34,277.05,0.0,1.0,7.04,7094.129,7575.36
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,1,CAMDLS Naive,0,8200,7061.58,1.0,7061.58,0.0,0.0,4666.34,4666.34,276.34,277.05,0.0,1.0,7.04,7187.719400000001,7674.34
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,1,CAMDLS Naive,0,8300,7061.58,1.0,7061.58,0.0,0.0,4717.69,4717.69,276.34,276.34,0.0,1.0,7.04,7271.575000000001,7770.6
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,1,CAMDLS Naive,0,8400,7061.58,1.0,7061.63,0.0,0.0,4774.7,4774.7,276.34,276.34,0.05,1.0,7.04,7363.7066,7860.31
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,1,CAMDLS Naive,0,8500,7061.58,1.0,7061.58,0.0,0.0,4828.9,4828.9,276.34,276.34,0.0,1.0,7.04,7449.034400000004,7949.37
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,1,CAMDLS Naive,0,8600,7061.58,1.0,7061.58,0.0,0.0,4889.11,4889.11,276.34,276.34,0.0,1.0,7.04,7542.542,8058.7
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,1,CAMDLS Naive,0,8700,7061.58,1.0,7061.58,0.0,0.0,4948.79,4948.79,276.34,276.34,0.0,1.0,7.04,7633.4686,8154.61
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,1,CAMDLS Naive,0,8800,7061.58,1.0,7061.58,0.0,0.0,5004.78,5004.78,276.34,276.34,0.0,1.0,7.04,7721.719000000001,8250.1
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,1,CAMDLS Naive,0,8900,7061.58,1.0,7061.58,0.0,0.0,5053.01,5053.01,276.34,276.34,0.0,1.0,7.04,7799.526200000001,8331.39
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,1,CAMDLS Naive,0,9000,7061.58,1.0,7061.415,0.0,0.0,5117.3,5117.3,276.34,276.34,0.295,1.0,7.04,7902.2450000000035,8436.17
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,1,CAMDLS Naive,0,9100,7061.58,1.0,7061.58,0.0,0.0,5169.38,5169.38,277.05,276.34,0.0,1.0,7.04,7982.734800000001,8529.84
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,1,CAMDLS Naive,0,9200,7061.58,1.0,7061.58,0.0,0.0,5226.95,5226.95,277.05,276.34,0.0,1.0,7.04,8073.6308,8625.89
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,1,CAMDLS Naive,0,9300,7061.58,1.0,7061.58,0.0,0.0,5284.16,5284.16,277.05,277.05,0.0,1.0,7.04,8163.244399999997,8711.54
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,1,CAMDLS Naive,0,9400,7061.58,1.0,7061.58,0.0,0.0,5343.52,5343.52,277.05,277.05,0.0,1.0,7.04,8255.5926,8809.2
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,1,CAMDLS Naive,0,9500,7061.58,1.0,7061.58,0.0,0.0,5394.46,5394.46,277.05,277.05,0.0,1.0,7.04,8336.770400000001,8900.58
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,1,CAMDLS Naive,0,9600,7061.58,1.0,7061.58,0.0,0.0,5450.54,5450.54,277.05,277.05,0.0,1.0,7.04,8424.5092,9006.06
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,1,CAMDLS Naive,0,9700,7061.58,1.0,7061.58,0.0,0.0,5502.16,5502.16,277.05,277.05,0.0,1.0,7.04,8507.2392,9091.97
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,1,CAMDLS Naive,0,9800,7061.58,1.0,7061.77,0.0,0.0,5561.38,5561.38,277.05,277.05,0.19,1.0,7.04,8603.759399999995,9190.89
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,1,CAMDLS Naive,0,9900,7061.58,1.0,7061.58,0.0,0.0,5620.3,5620.3,277.05,277.05,0.0,1.0,7.04,8697.103399999998,9289.83
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,5,CAMDLS Naive,0,0,NaN,1.0,0.0,0.0,0.0,0.0,0.0,NaN,0.0,NaN,0.10219999999999996,1.0,0.0,0.0
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,5,CAMDLS Naive,0,100,NaN,1.0,NaN,0.0,0.0,455.34,759.5,NaN,58.96,NaN,0.3870000000000001,3.95,41.40599999999999,76.8
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,5,CAMDLS Naive,0,200,NaN,1.0,NaN,0.0,0.0,670.6,1118.0,NaN,102.16,NaN,0.5394,4.86,108.26999999999994,166.8
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,5,CAMDLS Naive,0,300,NaN,1.0,NaN,0.0,0.0,853.85,1423.4,328.5,136.37,NaN,0.6602,5.4,187.842,262.3
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,5,CAMDLS Naive,0,400,NaN,1.0,NaN,0.0,0.0,1014.46,1690.75,223.0909090909091,169.49,NaN,0.7716,5.93,268.48800000000006,357.9
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,5,CAMDLS Naive,0,500,NaN,1.0,NaN,0.0,0.0,1141.11,1903.4,247.26923076923077,197.59,NaN,0.8512000000000005,6.33,344.20899999999995,447.7
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,5,CAMDLS Naive,0,600,7094.818181818182,1.0,6847.708333333333,0.0,0.0,1274.61,2125.9,257.8636363636364,226.55,259.6818181818182,0.9093999999999999,6.64,427.7044000000001,543.9
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,5,CAMDLS Naive,0,700,7263.333333333333,1.0,7123.0344827586205,0.0,0.0,1402.3,2339.55,264.4,246.01,175.9814814814815,0.9511999999999996,6.8,512.8456,641.19
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,5,CAMDLS Naive,0,800,7358.538461538462,1.0,7265.3859649122805,0.0,0.0,1539.39,2568.45,265.5128205128205,257.37,137.43269230769232,0.9778,6.94,603.7040000000002,737.37
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,5,CAMDLS Naive,0,900,7434.111111111111,1.0,7390.5,0.0,0.0,1683.11,2810.0,272.0744680851064,264.98,96.41666666666667,0.9921999999999999,7.0,689.9439999999995,826.71
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,5,CAMDLS Naive,0,1000,7540.208791208791,1.0,7509.220430107527,0.0,0.0,1831.28,3057.65,271.8061224489796,268.15,72.71978021978022,0.9968,7.02,772.6064000000001,912.19
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,5,CAMDLS Naive,0,1100,7519.578947368421,1.0,7527.515625,0.0,0.0,1996.76,3335.75,274.6020408163265,269.9,47.357894736842105,0.9983999999999998,7.04,867.3749999999997,1008.65
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,5,CAMDLS Naive,0,1200,7478.34693877551,0.99,7490.857142857143,0.0,0.0,2175.02,3632.25,277.979797979798,271.24,30.622448979591837,0.9992,7.04,962.8095999999998,1095.24
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,5,CAMDLS Naive,0,1300,7441.040404040404,0.99,7459.665,0.0,0.0,2358.85,3938.7,280.54,277.94,27.550505050505052,1.0,7.04,1056.3223999999996,1189.66
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,5,CAMDLS Naive,0,1400,7396.61,0.97,7414.765,0.0,0.0,2519.51,4209.25,278.92,276.65,29.285,1.0,7.04,1142.5954,1279.84
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,5,CAMDLS Naive,0,1500,7370.79,0.99,7376.44,0.0,0.0,2682.22,4480.05,279.83,277.9,19.15,1.0,7.04,1227.5472,1372.87
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,5,CAMDLS Naive,0,1600,7346.23,0.99,7352.05,0.0,0.0,2838.24,4739.2,279.88,277.32,17.09,1.0,7.04,1310.1447999999998,1453.87
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,5,CAMDLS Naive,0,1700,7313.75,1.0,7320.845,0.0,0.0,3027.73,5054.15,279.59,277.69,17.125,1.0,7.04,1412.4332000000002,1562.35
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,0.5,5,CAMDLS Naive,0,1800,7290.1,0.99,7295.46,0.0,0.0,3189.63,5322.75,280.36,279.45,13.01,1.0,7.04,1500.3178000000003,1652.79
