DCOP,Perfect Communication,Timestamp Use,Message Lost Prob,k,Algorithm,k algo,Iteration,Global View Cost,Monotonicy,Agent View Cost,Global Anytime Cost,Value Assignmnet Counter,Msgs Counter Arrive,Msgs Counter Deliver,Global View Cost Agent Zero,Agent View Cost Agent Zero,Abs Delta Global and POV,Percent Agents With Colors,Number of Colors,Average Idle Time,Max Idle Time
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,5,CAMDLS Naive,0,5700,7063.2,1.0,7063.605,0.0,0.0,3262.7,16313.5,276.87,276.87,0.655,1.0,7.04,4973.203600000001,5322.02
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,5,CAMDLS Naive,0,5800,7063.08,1.0,7063.33,0.0,0.0,3318.13,16590.65,276.87,276.87,0.25,1.0,7.04,5060.3212,5410.42
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,5,CAMDLS Naive,0,5900,7062.76,1.0,7063.1,0.0,0.0,3370.87,16854.35,276.87,276.87,0.34,1.0,7.04,5141.807400000001,5503.48
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,5,CAMDLS Naive,0,6000,7062.76,1.0,7062.76,0.0,0.0,3433.5,17167.5,276.87,276.87,0.0,1.0,7.04,5239.3788,5596.94
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,5,CAMDLS Naive,0,6100,7062.76,1.0,7062.76,0.0,0.0,3490.98,17454.9,276.87,276.87,0.0,1.0,7.04,5326.6876,5690.73
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,5,CAMDLS Naive,0,6200,7062.72,1.0,7062.61,0.0,0.0,3543.0,17715.0,276.16,276.16,0.15,1.0,7.04,5412.743399999999,5779.22
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,5,CAMDLS Naive,0,6300,7062.62,1.0,7062.67,0.0,0.0,3591.95,17959.75,276.16,276.16,0.05,1.0,7.04,5495.2998,5874.68
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,5,CAMDLS Naive,0,6400,7062.45,1.0,7063.25,0.0,0.0,3647.73,18238.65,276.16,276.16,0.8,1.0,7.04,5582.9444,5970.94
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,5,CAMDLS Naive,0,6500,7062.45,1.0,7062.22,0.0,0.0,3707.91,18539.55,276.16,276.16,0.23,1.0,7.04,5680.827599999999,6078.34
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,5,CAMDLS Naive,0,6600,7062.06,1.0,7062.08,0.0,0.0,3764.82,18824.1,276.34,276.16,0.37,1.0,7.04,5768.776799999998,6167.32
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,5,CAMDLS Naive,0,6700,7061.58,1.0,7061.87,0.0,0.0,3824.08,19120.4,276.34,276.34,0.29,1.0,7.04,5857.9282,6255.94
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,5,CAMDLS Naive,0,6800,7061.58,1.0,7062.04,0.0,0.0,3881.43,19407.15,276.34,276.34,0.46,1.0,7.04,5946.614800000003,6355.83
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,5,CAMDLS Naive,0,6900,7061.58,1.0,7061.58,0.0,0.0,3937.99,19689.95,276.34,276.34,0.0,1.0,7.04,6036.5076,6449.9
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,5,CAMDLS Naive,0,7000,7061.58,1.0,7061.4,0.0,0.0,3992.31,19961.55,276.34,276.34,0.18,1.0,7.04,6122.885200000002,6540.99
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,5,CAMDLS Naive,0,7100,7061.58,1.0,7061.58,0.0,0.0,4044.01,20220.05,276.34,276.34,0.0,1.0,7.04,6206.250200000004,6626.71
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,5,CAMDLS Naive,0,7200,7061.58,1.0,7061.58,0.0,0.0,4101.59,20507.95,277.05,276.34,0.0,1.0,7.04,6296.6878000000015,6725.98
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,5,CAMDLS Naive,0,7300,7061.58,1.0,7061.185,0.0,0.0,4159.21,20796.05,277.05,276.34,0.395,1.0,7.04,6388.633600000001,6819.45
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,5,CAMDLS Naive,0,7400,7061.58,1.0,7061.595,0.0,0.0,4210.19,21050.95,277.05,277.05,0.015,1.0,7.04,6474.669199999999,6918.09
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,5,CAMDLS Naive,0,7500,7061.58,1.0,7061.58,0.0,0.0,4273.81,21369.05,277.05,277.05,0.0,1.0,7.04,6572.047799999998,7016.1
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,5,CAMDLS Naive,0,7600,7061.58,1.0,7061.58,0.0,0.0,4329.4,21647.0,277.05,277.05,0.0,1.0,7.04,6657.452999999998,7125.48
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,5,CAMDLS Naive,0,7700,7061.58,1.0,7061.58,0.0,0.0,4389.28,21946.4,277.05,277.05,0.0,1.0,7.04,6750.984600000001,7212.78
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,5,CAMDLS Naive,0,7800,7061.58,1.0,7061.58,0.0,0.0,4442.57,22212.85,277.05,277.05,0.0,1.0,7.04,6835.000600000002,7301.02
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,5,CAMDLS Naive,0,7900,7061.58,1.0,7061.76,0.0,0.0,4498.7,22493.5,277.05,277.05,0.18,1.0,7.04,6921.549000000002,7390.85
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,5,CAMDLS Naive,0,8000,7061.58,1.0,7061.475,0.0,0.0,4553.17,22765.85,277.05,277.05,0.105,1.0,7.04,7009.128600000001,7474.19
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,5,CAMDLS Naive,0,8100,7061.58,1.0,7061.58,0.0,0.0,4611.51,23057.55,276.34,277.05,0.0,1.0,7.04,7099.353399999996,7587.5
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,5,CAMDLS Naive,0,8200,7061.58,1.0,7061.58,0.0,0.0,4668.08,23340.4,276.34,276.34,0.0,1.0,7.04,7192.320199999999,7682.0
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,5,CAMDLS Naive,0,8300,7061.58,1.0,7061.58,0.0,0.0,4718.58,23592.9,276.34,276.34,0.0,1.0,7.04,7271.784199999997,7763.9
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,5,CAMDLS Naive,0,8400,7061.58,1.0,7061.58,0.0,0.0,4778.27,23891.35,276.34,276.34,0.0,1.0,7.04,7366.036200000001,7859.99
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,5,CAMDLS Naive,0,8500,7061.58,1.0,7061.58,0.0,0.0,4836.93,24184.65,276.34,276.34,0.0,1.0,7.04,7458.922400000003,7963.98
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,5,CAMDLS Naive,0,8600,7061.58,1.0,7061.58,0.0,0.0,4894.75,24473.75,276.34,276.34,0.0,1.0,7.04,7546.756799999998,8067.09
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,5,CAMDLS Naive,0,8700,7061.58,1.0,7061.58,0.0,0.0,4948.13,24740.65,276.34,276.34,0.0,1.0,7.04,7628.150999999997,8156.08
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,5,CAMDLS Naive,0,8800,7061.58,1.0,7061.615,0.0,0.0,5004.3,25021.5,276.34,276.34,0.035,1.0,7.04,7718.061200000001,8237.32
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,5,CAMDLS Naive,0,8900,7061.58,1.0,7061.4,0.0,0.0,5056.66,25283.3,276.34,276.34,0.18,1.0,7.04,7801.256000000002,8332.99
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,5,CAMDLS Naive,0,9000,7061.58,1.0,7061.805,0.0,0.0,5114.37,25571.85,276.34,276.34,0.225,1.0,7.04,7894.1392,8428.34
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,5,CAMDLS Naive,0,9100,7061.65,0.99,7061.58,0.0,0.0,5167.93,25839.65,277.05,276.34,0.07,1.0,7.04,7980.052599999998,8520.14
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,5,CAMDLS Naive,0,9200,7061.58,1.0,7061.58,0.0,0.0,5230.8,26154.0,277.05,277.05,0.0,1.0,7.04,8082.150400000001,8630.87
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,5,CAMDLS Naive,0,9300,7061.58,1.0,7061.58,0.0,0.0,5285.3,26426.5,277.05,277.05,0.0,1.0,7.04,8163.865400000002,8708.99
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,5,CAMDLS Naive,0,9400,7061.58,1.0,7061.58,0.0,0.0,5344.18,26720.9,277.05,277.05,0.0,1.0,7.04,8253.012400000001,8807.91
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,5,CAMDLS Naive,0,9500,7061.58,1.0,7061.58,0.0,0.0,5398.96,26994.8,277.05,277.05,0.0,1.0,7.04,8341.486599999997,8915.44
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,5,CAMDLS Naive,0,9600,7061.58,1.0,7061.58,0.0,0.0,5453.61,27268.05,277.05,277.05,0.0,1.0,7.04,8425.665799999999,9008.27
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,5,CAMDLS Naive,0,9700,7061.58,1.0,7061.58,0.0,0.0,5511.81,27559.05,277.05,277.05,0.0,1.0,7.04,8520.998399999995,9113.67
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,5,CAMDLS Naive,0,9800,7061.58,1.0,7061.58,0.0,0.0,5563.74,27818.7,277.05,277.05,0.0,1.0,7.04,8601.404199999995,9190.14
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,5,CAMDLS Naive,0,9900,7061.58,1.0,7061.73,0.0,0.0,5621.6,28108.0,277.05,277.05,0.21,1.0,7.04,8697.125199999999,9290.08
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,0,NaN,1.0,0.0,0.0,0.0,0.0,0.0,NaN,0.0,NaN,0.10219999999999996,1.0,0.0,0.0
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,100,NaN,1.0,NaN,0.0,0.0,150.78,1507.8,NaN,60.14,NaN,0.3894,3.98,42.61000000000001,75.9
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,200,NaN,1.0,NaN,0.0,0.0,224.48,2244.8,NaN,101.68,NaN,0.5403999999999999,4.83,110.85400000000001,167.8
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,300,NaN,1.0,NaN,0.0,0.0,284.36,2843.6,372.0,136.28,NaN,0.6627999999999998,5.37,188.19800000000006,262.4
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,400,NaN,1.0,NaN,0.0,0.0,338.09,3380.9,227.91666666666666,171.95,NaN,0.7731999999999999,5.92,269.11799999999994,356.3
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,500,NaN,1.0,NaN,0.0,0.0,380.84,3808.4,239.47826086956522,198.57,NaN,0.8514000000000003,6.32,346.0403999999999,446.7
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,600,6977.777777777777,1.0,6819.318181818182,0.0,0.0,424.86,4248.6,251.28205128205127,224.91,211.94444444444446,0.9086,6.65,427.82380000000006,543.2
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,700,7329.862068965517,1.0,7149.413793103448,0.0,0.0,467.55,4675.5,263.8225806451613,244.61,197.44827586206895,0.9471999999999997,6.79,514.8202,641.25
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,800,7415.4915254237285,1.0,7314.901639344263,0.0,0.0,514.08,5140.8,263.95061728395063,258.43,141.67796610169492,0.9773999999999999,6.93,605.4728,737.3
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,900,7515.430379746836,1.0,7430.817073170731,0.0,0.0,558.85,5588.5,270.0531914893617,263.09,114.60126582278481,0.9922,7.0,690.3027999999999,821.42
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,1000,7529.1,0.99,7507.885869565217,0.0,0.0,612.2,6122.0,270.5,266.67,68.37777777777778,0.9969999999999999,7.02,782.8733999999998,916.21
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,1100,7514.98969072165,0.99,7512.474226804124,0.0,0.0,669.16,6691.6,275.0,270.69,45.11340206185567,0.9986,7.04,878.2614000000001,1009.42
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,1200,7477.775510204082,1.0,7485.913265306122,0.0,0.0,726.22,7262.2,278.2121212121212,272.85,30.025510204081634,0.9992,7.04,967.2226,1092.05
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,1300,7447.21,0.99,7451.25,0.0,0.0,788.46,7884.6,280.19,277.79,33.99,1.0,7.04,1061.8268000000003,1189.45
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,1400,7412.29,1.0,7421.175,0.0,0.0,839.01,8390.1,278.17,277.05,23.665,1.0,7.04,1142.7744000000002,1276.03
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,1500,7371.55,0.99,7379.5,0.0,0.0,896.01,8960.1,279.3,277.34,18.05,1.0,7.04,1234.0274,1373.38
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,1600,7336.14,0.99,7346.62,0.0,0.0,950.64,9506.4,281.36,278.21,18.78,1.0,7.04,1323.4718000000003,1463.59
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,1700,7311.24,1.0,7316.715,0.0,0.0,1011.22,10112.2,281.16,277.32,11.445,1.0,7.04,1419.8724000000009,1561.85
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,1800,7292.45,0.99,7295.605,0.0,0.0,1063.8,10638.0,280.24,280.91,10.185,1.0,7.04,1505.7744,1653.05
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,1900,7278.82,0.98,7282.0,0.0,0.0,1115.39,11153.9,280.8,281.11,9.89,1.0,7.04,1586.1775999999993,1735.53
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,2000,7255.13,1.0,7263.95,0.0,0.0,1173.39,11733.9,281.77,279.95,12.98,1.0,7.04,1679.9292000000005,1833.29
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,2100,7234.75,1.0,7244.415,0.0,0.0,1229.91,12299.1,280.98,280.09,14.205,1.0,7.04,1766.6447999999996,1919.84
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,2200,7219.63,0.97,7223.155,0.0,0.0,1292.43,12924.3,281.6,279.37,11.505,1.0,7.04,1863.6452,2023.81
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,2300,7208.39,0.99,7211.26,0.0,0.0,1349.36,13493.6,280.17,281.61,9.12,1.0,7.04,1949.9675999999997,2116.85
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,2400,7190.61,1.0,7195.225,0.0,0.0,1400.34,14003.4,279.2,280.47,10.365,1.0,7.04,2031.6792000000005,2199.29
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,2500,7177.76,1.0,7182.195,0.0,0.0,1457.74,14577.4,277.72,279.0,7.335,1.0,7.04,2122.9814000000006,2295.31
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,2600,7166.4,1.0,7171.97,0.0,0.0,1514.16,15141.6,277.22,278.2,5.61,1.0,7.04,2214.437,2393.22
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,2700,7154.8,1.0,7158.775,0.0,0.0,1574.16,15741.6,277.21,277.21,6.175,1.0,7.04,2307.8306,2494.33
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,2800,7143.0,1.0,7148.485,0.0,0.0,1628.22,16282.2,276.91,276.86,5.845,1.0,7.04,2394.5500000000006,2582.67
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,2900,7132.39,0.99,7136.28,0.0,0.0,1682.83,16828.3,277.18,277.39,7.53,1.0,7.04,2482.9086000000007,2676.26
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,3000,7126.55,0.98,7129.285,0.0,0.0,1738.34,17383.4,277.32,277.48,7.075,1.0,7.04,2569.7136,2767.78
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,3100,7117.02,1.0,7118.3,0.0,0.0,1794.63,17946.3,277.12,276.7,5.24,1.0,7.04,2655.6325999999985,2857.22
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,3200,7111.88,1.0,7113.415,0.0,0.0,1855.22,18552.2,276.23,277.05,4.195,1.0,7.04,2746.9241999999995,2953.78
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,3300,7106.1,1.0,7108.79,0.0,0.0,1911.05,19110.5,276.87,276.6,3.4,1.0,7.04,2838.0678000000007,3050.23
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,3400,7101.83,1.0,7105.4,0.0,0.0,1966.25,19662.5,276.17,276.17,4.02,1.0,7.04,2925.2097999999987,3144.03
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,3500,7098.48,1.0,7100.615,0.0,0.0,2024.56,20245.6,275.91,276.17,2.745,1.0,7.04,3015.844599999999,3240.15
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,3600,7094.59,1.0,7095.275,0.0,0.0,2081.06,20810.6,275.91,275.91,2.295,1.0,7.04,3106.6880000000015,3336.55
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,3700,7092.24,1.0,7092.81,0.0,0.0,2130.79,21307.9,276.59,275.91,2.02,1.0,7.04,3187.5519999999997,3419.34
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,3800,7087.97,1.0,7090.27,0.0,0.0,2186.4,21864.0,277.14,276.31,2.53,1.0,7.04,3277.5952000000016,3522.0
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,3900,7084.45,1.0,7085.475,0.0,0.0,2246.54,22465.4,276.8,276.51,2.285,1.0,7.04,3367.8100000000018,3608.33
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,4000,7078.85,1.0,7081.125,0.0,0.0,2304.49,23044.9,276.8,276.82,3.365,1.0,7.04,3456.188400000002,3698.57
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,4100,7077.86,0.99,7078.75,0.0,0.0,2357.75,23577.5,276.8,276.8,1.43,1.0,7.04,3542.4543999999996,3794.64
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,4200,7077.06,0.98,7077.14,0.0,0.0,2417.46,24174.6,277.26,276.8,1.24,1.0,7.04,3636.656,3901.7
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,4300,7075.72,1.0,7075.045,0.0,0.0,2475.94,24759.4,276.59,276.8,1.565,1.0,7.04,3730.8713999999995,3999.66
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,4400,7072.47,1.0,7072.855,0.0,0.0,2527.01,25270.1,276.38,276.69,1.715,1.0,7.04,3809.8941999999997,4078.15
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,4500,7072.19,1.0,7071.795,0.0,0.0,2582.15,25821.5,276.38,276.38,0.995,1.0,7.04,3898.194200000001,4177.1
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,4600,7070.5,1.0,7070.82,0.0,0.0,2642.14,26421.4,276.38,276.38,1.37,1.0,7.04,3995.2218000000007,4276.57
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,4700,7069.37,1.0,7070.57,0.0,0.0,2693.61,26936.1,276.37,276.57,1.3,1.0,7.04,4077.5454,4358.23
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,4800,7068.43,1.0,7069.44,0.0,0.0,2753.72,27537.2,277.24,277.24,1.2,1.0,7.04,4168.500200000001,4455.9
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,4900,7067.05,1.0,7067.995,0.0,0.0,2810.78,28107.8,276.8,277.24,1.175,1.0,7.04,4256.665600000002,4559.03
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,5000,7065.57,1.0,7065.485,0.0,0.0,2864.84,28648.4,276.8,276.8,1.435,1.0,7.04,4339.0018,4650.84
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,5100,7065.15,0.99,7065.005,0.0,0.0,2922.38,29223.8,276.8,276.8,0.385,1.0,7.04,4430.8081999999995,4738.66
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,5200,7064.94,1.0,7065.375,0.0,0.0,2980.42,29804.2,276.77,276.77,0.435,1.0,7.04,4523.019400000001,4839.51
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,5300,7064.94,1.0,7065.58,0.0,0.0,3030.16,30301.6,277.48,277.48,0.64,1.0,7.04,4599.947000000003,4913.59
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,5400,7064.82,1.0,7064.85,0.0,0.0,3087.45,30874.5,277.48,277.48,0.03,1.0,7.04,4694.8672,5024.31
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,5500,7064.74,1.0,7064.78,0.0,0.0,3144.84,31448.4,277.7,277.48,0.04,1.0,7.04,4789.8422,5113.96
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,5600,7064.02,1.0,7064.23,0.0,0.0,3205.84,32058.4,276.87,276.65,0.39,1.0,7.04,4884.615000000002,5224.6
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,5700,7063.09,1.0,7063.275,0.0,0.0,3261.58,32615.8,276.87,276.87,0.365,1.0,7.04,4969.4746000000005,5315.54
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,5800,7063.08,1.0,7063.085,0.0,0.0,3313.22,33132.2,276.87,276.87,0.005,1.0,7.04,5051.125599999999,5405.9
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,5900,7062.76,1.0,7062.76,0.0,0.0,3371.63,33716.3,276.87,276.87,0.0,1.0,7.04,5141.329599999997,5504.85
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,6000,7062.76,1.0,7062.76,0.0,0.0,3434.48,34344.8,276.87,276.87,0.0,1.0,7.04,5243.1586,5597.02
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,6100,7062.66,1.0,7062.71,0.0,0.0,3488.26,34882.6,276.16,276.87,0.05,1.0,7.04,5325.600599999998,5683.19
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,6200,7062.45,1.0,7062.23,0.0,0.0,3537.96,35379.6,276.16,276.16,0.43,1.0,7.04,5405.8806,5769.13
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,6300,7062.45,1.0,7062.125,0.0,0.0,3594.45,35944.5,276.16,276.16,0.325,1.0,7.04,5500.005,5879.5
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,6400,7062.45,1.0,7062.45,0.0,0.0,3649.49,36494.9,276.16,276.16,0.0,1.0,7.04,5586.5294,5977.56
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,6500,7062.45,1.0,7062.455,0.0,0.0,3706.38,37063.8,276.16,276.16,0.075,1.0,7.04,5676.4664,6075.17
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,6600,7061.58,1.0,7062.05,0.0,0.0,3762.82,37628.2,276.34,276.16,0.47,1.0,7.04,5765.770600000001,6163.89
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,6700,7061.58,1.0,7062.015,0.0,0.0,3817.38,38173.8,276.34,276.16,0.435,1.0,7.04,5848.898800000004,6245.07
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,6800,7061.58,1.0,7061.415,0.0,0.0,3875.24,38752.4,276.34,276.34,0.165,1.0,7.04,5939.374400000003,6348.39
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,6900,7061.58,1.0,7061.58,0.0,0.0,3934.64,39346.4,276.34,276.34,0.0,1.0,7.04,6031.6694,6447.26
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,7000,7061.58,1.0,7061.58,0.0,0.0,3989.14,39891.4,276.34,276.34,0.0,1.0,7.04,6120.381799999999,6536.06
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,7100,7061.58,1.0,7061.58,0.0,0.0,4045.66,40456.6,276.34,276.34,0.0,1.0,7.04,6209.4230000000025,6629.0
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,7200,7061.58,1.0,7061.595,0.0,0.0,4099.3,40993.0,276.34,276.34,0.015,1.0,7.04,6294.711799999999,6726.43
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,7300,7061.58,1.0,7061.645,0.0,0.0,4157.24,41572.4,277.05,277.05,0.065,1.0,7.04,6386.1264,6820.81
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,7400,7061.58,1.0,7061.58,0.0,0.0,4214.36,42143.6,277.05,277.05,0.0,1.0,7.04,6479.7073999999975,6920.02
Random Uniform 0.2,Imperfect Communication,w/o Timestamp,1.0,10,CAMDLS Naive,0,7500,7061.58,1.0,7061.55,0.0,0.0,4268.63,42686.3,277.05,277.05,0.03,1.0,7.04,6564.323599999999,7009.41
